Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
Nebraska,Jun-21,All Residential,State,FALSE,NE,,9/12/21 15:00,,Midwest Region,6/1/21,6/30/21,Nebraska,6,Value,3573,0.075556893,-0.158898305,1.032764847,0.00%,3.50%,2181,20.40%,0.10%,1465,8.80%,-27.40%,6,0,-8,129,-0.000632471,0.084631408,239500,-0.022866415,0.026099538,134,0.017466079,0.157386859,$257K,1.90%,14.40%,0.7,0,-0.2,2242,14.20%,7.40%,1,0.769579546,-0.023883549,0.082567758,,1995,4.90%,1.60%,30,0.243003413,0.075965551,-0.004393711,-1,4,0.617148097,-0.004607839,0.237901082
Nevada,Oct-19,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,10/1/19,10/31/19,Nevada,8,Value,20397,-0.038512303,0.061459201,0.981279576,0.00%,-0.40%,4740,3.50%,6.90%,14807,-5.70%,5.00%,57,2,15,178,0.005523624,0.029287755,310800,-0.005228602,0.047853266,172,-0.011027417,0.018118534,$306K,-0.50%,5.40%,3.1,-0.3,-0.1,4880,-1.80%,-12.10%,1,0.229474092,-0.005896731,-0.024115348,,3648,0.10%,-8.30%,30,0.262713581,-0.007518829,-0.033330655,-1,4,0.159704641,-0.008199289,-0.046111409
New Hampshire,Jun-20,All Residential,State,FALSE,NH,,9/12/21 15:00,,Northeast Region,6/1/20,6/30/20,New Hampshire,10,Value,7943,0.091371256,-0.233892747,0.990982486,0.20%,0.30%,2268,38.00%,-8.30%,5243,0.00%,-32.60%,53,0,4,174,0.00550153,0.097744446,325800,-0.003040834,0.10712108,168,0.011028615,0.061708526,$310K,0.20%,4.40%,2.3,-0.9,-0.8,2802,9.80%,-12.40%,1,0.434255132,0.005166327,0.135818811,,2076,31.60%,0.50%,30,0.139233263,0.021934007,-0.039898065,-1,4,0.42680776,0.046406056,0.01597072
New Hampshire,Jul-21,All Residential,State,FALSE,NH,,9/12/21 15:00,,Northeast Region,7/1/21,7/31/21,New Hampshire,10,Value,6324,-0.018317293,-0.197563761,1.03581764,-0.20%,3.60%,2421,-4.20%,-9.00%,3981,2.30%,-22.10%,24,3,-21,202,-0.003948597,0.140897026,374300,0.007893863,0.178411268,207,0.001101374,0.225970537,$378K,1.30%,19.40%,1.6,0.1,-0.3,2461,-20.50%,-10.50%,1,0.418505291,-0.107916493,0.048674785,,2119,-9.80%,-3.60%,30,0.166289877,0.028500674,0.040923165,-1,4,0.668731929,0.006943954,0.193168019
New Mexico,Jan-18,All Residential,State,FALSE,NM,,9/12/21 15:00,,West Region,1/1/18,1/31/18,New Mexico,14,Value,999,-0.037572254,-0.185154976,0.989567313,2.00%,-2.60%,188,-15.70%,6.20%,778,-3.10%,-21.70%,86,5,-13,212,0.06741884,0.136067666,334000,-0.069102814,0.088714651,197,0.003835439,0.070719665,$337K,4.10%,-0.80%,4.1,0.5,-1.5,213,69.00%,15.10%,1,0.272014199,0.07493475,0.127785384,,102,-20.90%,13.30%,30,0.161953728,0.056100676,0.0361992,-1,4,0.005319149,0.005319149,-0.011630004
New Mexico,Feb-20,All Residential,State,FALSE,NM,,9/12/21 15:00,,West Region,2/1/20,2/29/20,New Mexico,14,Value,808,-0.047169811,-0.143160127,0.958519832,-1.80%,-0.60%,168,-8.20%,1.20%,623,-0.50%,-17.90%,89,7,5,241,0.034959238,0.054550503,410900,0.10838232,0.060152185,222,0.001267764,0.028226402,$390K,-2.60%,7.10%,3.7,0.3,-0.9,192,-1.50%,-4.00%,1,0.369682853,0.076264507,0.051682853,,100,-4.80%,0.00%,30,0.109149278,-0.041010467,-0.017332936,-1,4,0.005952381,0.0004879,0.005952381
New York,Apr-20,All Residential,State,FALSE,NY,,9/12/21 15:00,,Northeast Region,4/1/20,4/30/20,New York,16,Value,52641,-0.142459193,-0.286272117,0.979776085,0.60%,0.50%,7214,-16.40%,-28.20%,44569,-8.80%,-24.00%,76,-10,-9,268,-0.196067165,-0.283916915,401400,-0.155912728,-0.246726454,267,-0.072313073,-0.136059872,$398K,-4.30%,-6.90%,6.2,0.5,0.4,5266,-59.00%,-73.90%,1,0.202947606,-0.108927214,-0.067710235,,4522,-38.70%,-54.80%,30,0.059121811,-0.067339205,-0.121463826,-1,4,0.264208484,0.050634242,0.05081145
Oklahoma,Jul-18,All Residential,State,FALSE,OK,,9/12/21 15:00,,South Region,7/1/18,7/31/18,Oklahoma,23,Value,17895,0.013593883,-0.03577779,0.977199705,0.20%,0.20%,4124,-0.90%,12.60%,13416,2.10%,-6.60%,37,1,-2,96,-0.013348256,0.021578015,170200,-0.034601613,0.022114716,95,-0.002375984,0.028278662,$169K,-0.30%,3.50%,3.3,0.1,-0.6,4959,-3.60%,3.70%,1,0.404506396,-0.038310909,-0.008442318,,3222,-1.90%,11.80%,30,0.250149076,0.003232676,-0.003420114,-1,4,0.225509214,0.004221372,0.011633224
Oklahoma,May-21,All Residential,State,FALSE,OK,,9/12/21 15:00,,South Region,5/1/21,5/31/21,Oklahoma,23,Value,9373,-0.006781816,-0.308877747,0.9962707,0.30%,1.40%,4572,4.10%,29.20%,4400,4.90%,-48.30%,9,-3,-20,122,0.015097298,0.110809795,219200,0.005257594,0.077806108,119,0.010024074,0.132016135,$213K,1.50%,14.20%,1,0,-1.4,5214,-1.00%,11.20%,1,0.759681603,0.0130219,0.206644164,,4625,-1.30%,15.90%,30,0.223181818,0.018224716,0.040402539,-1,4,0.424103237,0.037351587,0.145697358
South Carolina,Mar-20,All Residential,State,FALSE,SC,,9/12/21 15:00,,South Region,3/1/20,3/31/20,South Carolina,30,Value,27395,0.056050268,-0.014780983,0.979523283,0.30%,0.30%,5415,27.00%,4.60%,21546,2.10%,-2.40%,82,-15,-2,144,0.000698872,0.027305942,269100,0.012162161,0.028326617,137,0.010567611,0.051124896,$251K,2.90%,7.90%,4,-1,-0.3,6705,11.60%,-4.00%,1,0.160663241,-0.033362473,-0.068374338,,2891,37.80%,0.30%,30,0.144017451,0.002486568,-0.019016669,-1,4,0.152539243,0.010653689,0.008440344
Texas,Apr-19,All Residential,State,FALSE,TX,,9/12/21 15:00,,South Region,4/1/19,4/30/19,Texas,36,Value,117358,0.049882808,0.103268687,0.980023039,0.20%,-0.20%,26603,8.90%,7.20%,83662,3.60%,11.40%,39,-9,5,132,0.005260603,0.039335177,280300,0.007170013,0.0275308,126,0.020274833,0.037773747,$254K,1.90%,3.00%,3.1,-0.2,0.1,37713,6.00%,3.40%,1,0.384012799,-0.009155153,-0.036752106,,25474,17.10%,4.40%,30,0.262891157,0.023319561,0.02329687,-1,4,0.184152163,0.024479697,-0.032459427
Utah,Jan-18,All Residential,State,FALSE,UT,,9/12/21 15:00,,West Region,1/1/18,1/31/18,Utah,38,Value,11408,0.006351447,-0.00592541,0.989415044,-0.20%,0.10%,2747,-21.90%,12.00%,7481,-5.70%,-7.70%,41,2,-6,143,-0.029213056,0.064884585,328600,0.013395824,0.099982239,136,0.002091933,0.07158744,$293K,0.60%,5.90%,2.7,0.4,-0.6,3544,48.10%,17.20%,1,0.462317422,0.12302043,0.034488368,,2818,22.40%,24.70%,30,0.17043176,0.047653492,0.02371409,-1,4,0.275573353,-0.005063554,0.020271558
Washington,Feb-19,All Residential,State,FALSE,WA,,9/12/21 15:00,,West Region,2/1/19,2/28/19,Washington,44,Value,21937,-0.059990573,0.12290131,0.991239327,0.50%,-2.10%,6619,12.30%,-5.50%,14374,-3.90%,28.60%,44,-3,17,250,0.016683538,0.080258593,451400,0.01705226,0.06297588,238,0.070528474,0.068974936,$420K,5.30%,3.80%,2.2,-0.3,0.6,7081,-7.80%,-16.40%,1,0.56580005,0.0689037,-0.133571871,,5547,-1.30%,-18.80%,30,0.15889801,-0.081561791,0.02216423,-1,4,0.276174649,0.038515616,-0.135732833
West Virginia,Feb-19,All Residential,State,FALSE,WV,,9/12/21 15:00,,South Region,2/1/19,2/28/19,West Virginia,46,Value,1751,-0.001140901,0,0.966274346,-1.00%,-0.40%,234,8.30%,-20.90%,1476,5.80%,6.20%,88,7,1,107,-0.019010475,0.012478662,210400,0.028081064,0.044931768,102,-0.052420146,-0.008405368,$181K,-12.60%,0.70%,6.3,-0.2,1.6,377,3.60%,-11.30%,1,0.370568048,0.056641305,-0.265258588,,148,-23.30%,-30.80%,30,0.122628726,-0.018589912,-0.04931372,-1,4,0.179487179,0.008190883,0.010568261
West Virginia,May-19,All Residential,State,FALSE,WV,,9/12/21 15:00,,South Region,5/1/19,5/31/19,West Virginia,46,Value,2277,0.023370787,0.079658606,0.982651893,0.90%,-0.10%,432,18.40%,4.30%,1789,4.00%,12.10%,53,-17,4,113,0.000281022,-0.004201112,219200,-0.01794794,0.047151129,101,0.01152615,-0.007268174,$210K,11.80%,8.70%,4.1,-0.6,0.2,619,-4.90%,-8.60%,1,0.296084349,-0.057476175,-0.190959905,,354,0.60%,-9.90%,30,0.209055338,0.03638092,-0.00460381,-1,4,0.226851852,0.056988838,0.019122383
Delaware,Jan-18,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,1/1/18,1/31/18,Delaware,15,Value,3452,-0.041111111,-0.139581256,0.97376348,-0.80%,0.40%,595,-29.10%,4.40%,2592,-5.40%,-18.80%,64,0,-8,122,0.044017224,0.040143754,208900,0.090932088,0.073174357,115,-0.041166785,-0.013724667,$206K,-2.90%,0.60%,4.4,1.1,-1.2,779,52.40%,-7.40%,1,0.357794492,0.103366035,0.042501779,,504,8.20%,17.20%,30,0.201774691,0.06376812,-0.001609828,-1,4,0.178151261,-0.04115744,0.020256524
Delaware,Aug-18,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,8/1/18,8/31/18,Delaware,15,Value,3663,-0.030952381,-0.169010889,0.983287413,-0.10%,0.90%,1069,6.10%,9.90%,2595,-3.50%,-22.40%,33,0,-11,129,-0.000207767,0.051387004,233400,0.017400479,0.080574597,128,0.010429125,0.036423448,$230K,4.00%,3.40%,2.4,-0.3,-1,1015,-8.40%,5.00%,1,0.361285595,-0.028537081,0.059190743,,770,-9.40%,6.40%,30,0.289788054,0.000461167,0.070458311,-1,4,0.211412535,-0.018746195,0.030528671
Delaware,Jan-20,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,1/1/20,1/31/20,Delaware,15,Value,2535,-0.007439311,-0.145313554,0.976295127,-0.20%,0.30%,613,-26.30%,18.80%,1793,-2.00%,-20.00%,55,19,0,133,0.031307612,0.045966994,245200,0.069018208,0.065277606,126,0.000902208,0.027036585,$228K,-3.00%,4.20%,2.9,0.7,-1.4,733,57.60%,1.40%,1,0.38977728,0.117569588,0.092421684,,505,7.90%,11.20%,30,0.203569437,0.040181459,-0.029258396,-1,4,0.16639478,-0.034326374,-0.004147856
Delaware,Dec-20,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,12/1/20,12/31/20,Delaware,15,Value,1898,-0.116798511,-0.256851997,0.993495083,-0.20%,1.60%,1000,9.20%,20.20%,1045,-15.60%,-42.90%,22,2,-14,142,-0.000759103,0.104293664,262300,0.020854675,0.143561132,143,0.012387835,0.126829857,$264K,-2.40%,12.60%,1,-0.4,-1.2,670,-19.70%,44.10%,1,0.439608985,-0.050579647,0.167401294,,737,-9.30%,57.50%,30,0.175119617,-0.038127556,0.011731639,-1,4,0.276,-0.049327511,0.075278846
Florida,Mar-21,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,3/1/21,3/31/21,Florida,19,Value,123692,0.007846556,-0.266493112,0.980485122,0.50%,1.10%,49967,41.40%,38.10%,66828,-12.10%,-48.40%,38,-7,-17,205,0.022597241,0.18990953,337800,0.041011027,0.187021057,193,0.03738914,0.174383989,$317K,3.20%,16.70%,1.3,-0.9,-2.3,48950,19.00%,13.70%,1,0.497003782,0.030789276,0.155452951,,44884,28.30%,73.20%,30,0.152540851,0.016169443,-0.047123734,-1,4,0.217203354,0.044578747,0.095957741
Florida,Jul-21,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,7/1/21,7/31/21,Florida,19,Value,108765,-0.020488112,-0.296711326,0.994719064,0.10%,2.20%,43622,-12.00%,5.50%,64969,2.40%,-40.20%,25,-1,-34,215,0.004240053,0.181900788,354600,0.009597926,0.17251671,206,0.005091036,0.230902578,$342K,0.10%,17.90%,1.5,0.2,-1.1,45941,-3.20%,7.40%,1,0.488809981,-0.022711869,0.101419558,,38482,-6.90%,27.40%,30,0.189905955,0.025535132,0.01360708,-1,4,0.367498051,0.012848062,0.228910766
Georgia,Oct-18,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,10/1/18,10/31/18,Georgia,21,Value,47206,0.01737069,-0.02670048,0.977772652,-0.20%,0.20%,10655,1.90%,1.40%,34990,-0.20%,-0.60%,40,2,-11,123,-0.011693828,0.067281802,249800,-0.011305157,0.042600578,117,-0.012167008,0.072309806,$235K,-2.20%,7.20%,3.3,-0.1,-0.1,12580,5.70%,8.40%,1,0.345503092,-0.015737949,0.017254257,,8439,5.20%,-2.20%,30,0.240068591,0.025277447,0.039057428,-1,4,0.19680901,-0.006979739,0.021670993
Georgia,Mar-19,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,3/1/19,3/31/19,Georgia,21,Value,45541,0.070344082,0.028083166,0.978026345,0.10%,-0.20%,10980,32.70%,-7.00%,32028,2.50%,5.60%,42,-15,2,129,0.010978556,0.05438293,280200,0.042533429,0.023759282,121,0.019596473,0.030149753,$246K,4.30%,2.30%,2.9,-0.9,0.3,14806,25.00%,-4.10%,1,0.445885804,0.016819714,-0.038807749,,9651,28.60%,-5.40%,30,0.197826901,0.030312099,0.030324923,-1,4,0.186885246,0.005418531,-0.028023691
Idaho,Aug-20,All Residential,State,FALSE,ID,,9/12/21 15:00,,West Region,8/1/20,8/31/20,Idaho,27,Value,6972,-0.085879114,-0.26672276,0.997356518,0.20%,0.60%,3310,-4.20%,12.30%,3660,-14.20%,-43.50%,30,-6,-3,198,0.009851918,0.146482798,358800,-0.003267509,0.161553076,190,0.022192839,0.133736114,$354K,2.20%,18.40%,1.1,-0.1,-1.1,2788,-4.30%,-7.70%,1,0.570357938,0.052344034,0.157456562,,2756,4.00%,14.60%,30,0.130327869,-0.019859573,-0.093043542,-1,4,0.306646526,0.036892546,0.071911112
Illinois,Apr-18,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,4/1/18,4/30/18,Illinois,29,Value,56206,0.057398175,-0.035090129,0.976211965,0.40%,0.20%,12779,16.70%,3.70%,39513,7.20%,-6.00%,35,-18,-3,155,-0.009061931,0.032572047,265900,-0.004735018,0.048309926,146,0.041818337,0.027376131,$238K,4.60%,3.90%,3.1,-0.3,-0.3,19984,4.50%,7.90%,1,0.474104496,-0.032579505,0.016109815,,12676,10.50%,3.90%,30,0.24786779,0.019107137,0.016388292,-1,4,0.211597152,0.02010779,0.011759423
Illinois,Mar-20,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,3/1/20,3/31/20,Illinois,29,Value,49770,0.014348021,-0.087776535,0.973503708,0.70%,0.20%,10524,37.60%,4.40%,35283,1.40%,-10.50%,54,-20,-6,156,-0.051586431,-0.005476161,271000,-0.069324506,-0.004856478,147,0.058302791,0.047964782,$248K,9.50%,9.10%,3.4,-1.1,-0.5,15629,1.90%,-16.50%,1,0.498912286,0.004917432,0.005574037,,10181,18.00%,-0.80%,30,0.212141825,0.011135499,-0.01488287,-1,4,0.174933485,0.019034976,-0.004105816
Indiana,Jul-21,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,7/1/21,7/31/21,Indiana,31,Value,8746,0.018872321,-0.160733135,1.012941767,-0.40%,2.50%,4724,-2.10%,-3.70%,3934,15.00%,-29.50%,5,-3,-9,121,0.013160293,0.119804238,240300,-0.020593062,0.08295795,121,-0.002596715,0.16407747,$252K,2.10%,12.50%,0.8,0.1,-0.3,5340,1.00%,7.30%,1,0.752662274,-0.020940533,0.128853213,,4585,-7.00%,8.00%,30,0.346466701,0.018396525,0.072680641,-1,4,0.501905165,-0.01467171,0.222451435
Iowa,Jan-19,All Residential,State,FALSE,IA,,9/12/21 15:00,,Midwest Region,1/1/19,1/31/19,Iowa,33,Value,4540,0.008440693,-0.142425387,0.971277239,-0.90%,-0.60%,708,-31.00%,-9.90%,3488,-3.00%,-21.10%,57,12,-33,147,0.070418217,-0.001179429,213500,0.14779733,0.027401219,137,-0.038983796,0.021647081,$191K,-0.40%,3.80%,4.9,1.4,-0.7,1005,57.00%,-11.50%,1,0.393703112,0.084089914,0.29595358,,654,21.10%,46.60%,30,0.155103211,0.054964129,0.152164029,-1,4,0.161016949,-0.050484026,-0.055268038
Iowa,Jul-19,All Residential,State,FALSE,IA,,9/12/21 15:00,,Midwest Region,7/1/19,7/31/19,Iowa,33,Value,5753,0.045049955,0.049243115,0.983060118,-0.20%,-0.30%,1570,-3.00%,0.80%,4113,3.10%,2.90%,33,1,5,148,0.023889643,0.028362586,207200,-0.006389478,0.050236569,144,-0.009220273,0.037632909,$208K,-4.20%,5.40%,2.6,0.1,0,1835,10.30%,18.00%,1,0.425269472,-0.010386361,-0.009673475,,1286,6.20%,10.00%,30,0.246778507,0.008993491,0.026918577,-1,4,0.214012739,-0.013288064,-0.051883215
Iowa,Dec-20,All Residential,State,FALSE,IA,,9/12/21 15:00,,Midwest Region,12/1/20,12/31/20,Iowa,33,Value,3583,-0.106706557,-0.23684771,0.988202946,0.10%,0.80%,1511,6.90%,34.30%,2430,-10.40%,-32.40%,32,3,-20,162,0.027438422,0.131935502,239400,0.068542353,0.191569745,158,0.00691054,0.120280829,$226K,2.90%,8.30%,1.6,-0.3,-1.6,890,-20.70%,18.20%,1,0.455000569,-0.022909146,0.14274737,,867,-14.20%,28.80%,30,0.135802469,-0.051444121,0.003915992,-1,4,0.266048974,-0.016328945,0.08560453
Kansas,Feb-19,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,2/1/19,2/28/19,Kansas,35,Value,3601,0.005304299,0.022720818,0.902729988,-4.60%,-3.90%,786,8.40%,-0.50%,137,-8.70%,-5.50%,47,-4,1,126,0.041339741,0.028635702,269900,0.028129015,0.032179365,114,-0.020628709,-0.009620762,$232K,-1.60%,2.40%,0.2,0,0,1027,1.70%,-6.80%,1,0.49838992,0.075521102,0.02444705,,21,40.00%,23.50%,30,0.065693431,-0.054306569,-0.010168638,-1,4,0.096774194,-0.11155914,-0.069892473
Kansas,Dec-19,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,12/1/19,12/31/19,Kansas,35,Value,3292,-0.1535099,-0.081216857,0.950969312,-1.00%,-0.40%,1095,4.60%,21.40%,119,-11.90%,-16.20%,40,6,-2,122,-0.033191692,0.050231613,245500,-0.073721499,0.019571362,120,0.005767518,0.033296067,$258K,-1.50%,2.00%,0.1,0,-0.1,596,-36.80%,-6.10%,1,0.288556834,-0.046430798,-0.021848956,,24,-11.10%,26.30%,30,0.050420168,-0.038468721,-0.090424902,-1,4,0.078947368,-0.09752322,-0.121052632
Kansas,Jul-20,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,7/1/20,7/31/20,Kansas,35,Value,3762,-0.024124514,-0.191489362,0.958732103,-1.40%,-2.00%,1773,14.80%,13.70%,87,-5.40%,-36.50%,18,-4,-4,135,0.012119811,0.112566792,287800,-0.041548981,0.151300554,136,0.043838843,0.093852747,$300K,4.10%,10.50%,0,-0.1,-0.1,1716,4.10%,10.40%,1,0.609376547,0.013721662,0.163914718,,42,10.50%,31.30%,30,0.264367816,0.003498251,0.125681685,-1,4,0.137931034,-0.048115477,-0.112068966
Kentucky,May-18,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,5/1/18,5/31/18,Kentucky,37,Value,12080,0.075307103,-0.049642042,0.978887789,0.40%,0.30%,3499,10.90%,-7.50%,8298,7.90%,-5.10%,33,-1,-1,107,-0.002283032,0.037167562,193600,-0.001036797,0.025243439,104,0.021493337,0.048931582,$181K,0.70%,5.10%,2.4,0,0.1,4505,10.70%,3.80%,1,0.443062072,-0.015083695,0.006508059,,3104,11.30%,0.80%,30,0.18209207,0.023273132,0.008621516,-1,4,0.218062304,0.010521112,0.014730733
Kentucky,Jun-18,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,6/1/18,6/30/18,Kentucky,37,Value,12408,0.024184895,-0.067418264,0.97895078,0.00%,0.20%,3691,5.40%,-4.90%,8679,4.30%,-6.70%,31,-2,-3,107,0.001355174,0.052383907,191900,-0.008491187,0.085924584,104,7.47E-05,0.032929673,$188K,3.50%,5.20%,2.4,0,0,4237,-6.10%,-9.10%,1,0.385242147,-0.05725611,-0.048940719,,3048,-2.00%,-3.40%,30,0.194377232,0.01227513,0.010752004,-1,4,0.222974804,0.004813753,0.020038929
Kentucky,Jul-19,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,7/1/19,7/31/19,Kentucky,37,Value,12977,0.035178685,0.020525322,0.978384242,0.00%,0.00%,3785,6.70%,4.60%,8966,2.30%,1.50%,32,2,0,113,0.012337736,0.050030008,197200,-0.017624559,0.057557148,110,-0.015172687,0.047508155,$198K,-0.80%,6.10%,2.4,-0.1,0,4322,4.00%,4.60%,1,0.360136255,-0.040007973,-0.020914667,,3307,7.10%,3.60%,30,0.200758421,0.022435546,0.000781055,-1,4,0.19682959,0.000552095,-0.004330951
Louisiana,Jun-19,All Residential,State,FALSE,LA,,9/12/21 15:00,,South Region,6/1/19,6/30/19,Louisiana,39,Value,12299,-0.001704545,-0.093060984,0.974771113,-0.20%,0.20%,2678,-7.30%,-2.50%,9420,1.30%,-14.90%,45,-1,-28,129,-0.030319743,0.00418482,225900,-0.080765687,0.002087319,131,0.012013093,0.045079479,$234K,2.80%,6.80%,3.5,0.3,-0.5,3193,-7.40%,7.20%,1,0.434691812,-0.00369392,0.152440996,,2034,-3.60%,21.70%,30,0.276751592,-0.007318538,0.029732084,-1,4,0.13592233,-0.020825075,0.00018725
Massachusetts,Nov-18,All Residential,State,FALSE,MA,,9/12/21 15:00,,Northeast Region,11/1/18,11/30/18,Massachusetts,45,Value,22373,-0.124755496,0.10911164,0.988495865,-0.30%,-0.20%,6543,1.70%,-1.70%,15174,-13.00%,15.50%,24,2,0,273,-0.01742164,0.052518501,434000,-0.029467024,0.049686481,265,0.02703586,0.032472434,$436K,1.20%,4.20%,2.3,-0.4,0.3,5043,-37.50%,-2.80%,1,0.334645306,-0.09901615,-0.070056404,,5174,-18.10%,-1.40%,30,0.289837881,-0.084502867,0.024805151,-1,4,0.314993122,-0.030927623,-0.022144586
Massachusetts,May-19,All Residential,State,FALSE,MA,,9/12/21 15:00,,Northeast Region,5/1/19,5/31/19,Massachusetts,45,Value,25672,0.133271531,0.055461908,0.998116368,0.50%,-0.70%,7179,31.80%,11.60%,16395,15.20%,10.40%,15,-6,0,291,-0.024323988,0.045365961,499500,-0.007458977,0.037915931,288,0.036007871,0.03166438,$463K,5.20%,3.90%,2.3,-0.3,0,11645,15.50%,-2.60%,1,0.606780737,-0.018767537,-0.025917874,,8130,12.60%,-5.50%,30,0.298261665,0.037056101,0.018762743,-1,4,0.404652459,0.05130076,-0.050656107
Massachusetts,Jun-21,All Residential,State,FALSE,MA,,9/12/21 15:00,,Northeast Region,6/1/21,6/30/21,Massachusetts,45,Value,20842,0.089834763,-0.070425048,1.05064027,0.80%,5.40%,9608,30.50%,57.90%,10735,13.60%,-18.50%,17,-1,-10,328,-0.019471804,-0.008131672,547600,-0.004426618,0.013351988,344,-0.014896998,0.188204759,$568K,2.60%,16.90%,1.1,-0.2,-1.1,11435,20.00%,20.30%,1,0.402130479,-0.050397914,0.048634862,,9571,4.40%,25.30%,30,0.210898929,0.038375643,-0.010319862,-1,4,0.722626978,0.044099204,0.32992241
Michigan,Jan-18,All Residential,State,FALSE,MI,,9/12/21 15:00,,Midwest Region,1/1/18,1/31/18,Michigan,47,Value,37990,-0.043891881,0.061647664,0.96730038,-0.40%,0.30%,8832,-11.10%,19.00%,26202,-9.40%,1.60%,52,10,-2,108,0.043982096,0.085230183,166900,0.09939941,0.08970267,104,-0.001497965,0.108478181,$160K,-1.70%,11.80%,3,0.1,-0.5,9375,32.80%,5.40%,1,0.378025709,0.065213722,-0.002065538,,7301,6.70%,21.90%,30,0.204526372,0.044870639,0.014956771,-1,4,0.18919837,-0.01916014,0.01442408
Minnesota,Nov-19,All Residential,State,FALSE,MN,,9/12/21 15:00,,Midwest Region,11/1/19,11/30/19,Minnesota,49,Value,21801,-0.154278842,-0.047367271,0.985636391,-0.30%,0.10%,6445,-14.00%,1.10%,15032,-14.00%,-7.60%,39,4,-4,142,0.011337186,0.057964453,262400,0.011942431,0.071458076,137,-0.001624798,0.044549803,$259K,0.40%,5.00%,2.3,0,-0.3,4434,-36.70%,1.20%,1,0.270960845,-0.028424686,0.04019667,,4794,-23.70%,4.50%,30,0.208488558,-0.098662472,0.010234424,-1,4,0.278355314,-0.023753039,0.003418049
Nevada,May-18,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,5/1/18,5/31/18,Nevada,8,Value,18771,0.060748192,-0.108774096,0.991037838,0.00%,0.30%,5097,10.20%,-8.90%,13239,4.40%,-12.20%,48,0,-7,171,0.016489813,0.134900051,301700,0.017418882,0.120601043,165,0.015723117,0.156032183,$284K,0.20%,14.20%,2.6,-0.1,-0.1,6210,5.90%,1.30%,1,0.139521746,-0.006684025,-0.009540063,,4472,11.90%,-1.10%,30,0.145177128,0.012973738,-0.008521048,-1,4,0.309986266,0.009294524,0.056145609
Nevada,Nov-19,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,11/1/19,11/30/19,Nevada,8,Value,18472,-0.093087196,-0.004955828,0.980433198,-0.10%,-0.20%,3922,-17.20%,2.30%,13789,-6.70%,-2.40%,58,1,11,181,0.015716381,0.051061806,305500,-0.017030401,0.035480625,174,0.005529103,0.024877498,$305K,-0.20%,4.50%,3.5,0.4,-0.2,3828,-21.50%,-16.00%,1,0.202824323,-0.026790926,-0.038409284,,3003,-17.70%,-4.20%,30,0.189063746,-0.074076347,-0.040801788,-1,4,0.163691994,0.00388621,-0.016584552
New Hampshire,May-18,All Residential,State,FALSE,NH,,9/12/21 15:00,,Northeast Region,5/1/18,5/31/18,New Hampshire,10,Value,10523,0.154470653,-0.09820893,0.987458586,0.30%,0.30%,2125,25.10%,-1.50%,8066,17.30%,-13.50%,59,-12,-7,152,-0.019428593,0.051405618,286000,0.008609333,0.055920217,151,0.030728685,0.084240183,$267K,0.70%,3.90%,3.8,-0.2,-0.5,3828,23.20%,3.80%,1,0.327840567,-0.023010313,0.122297225,,1913,15.40%,14.40%,30,0.157575006,0.031066354,0.005858268,-1,4,0.400941176,0.045437939,0.057408492
